uid,title,abstract,year,venue,authors,doi,arxiv_id,url,source,query,query_role,family,advisor_seed,citation_count,matched_terms,retrieved_at,relevance_score,hostile_score
doi:10.31224/4295,Forecasting Long-term Spatial-temporal Dynamics with Generative Transformer Networks,"Recent advances in deep learning have aimed to address the limitations of traditional numerical simulations, which, although precise, are computationally intensive and often impractical for real-time applications. Current models, however, may have challenge in obtaining high predictive accuracy and long-term stability while obeying physical principles for spatiotemporal prediction problems. We introduce DynamicGPT, a Vision Transformer-based generative model specifically designed for spatiotemporal prediction. This model operates without explicit physical constraints, preserving critical spatial features and effectively capturing dependencies across varying time scales. The model integrates a multi-scale embedding network to preserve critical spatial features and a tailored temporal modeling network to effectively capture dependencies across varying time scales. This combination enables ",,,Donggeun Park; Hugon Lee; Seunghwa Ryu,10.31224/4295,,https://doi.org/10.31224/4295,crossref,trajectory transformer,concept,architecture,,,trajectory transformer; limitation; out of distribution,2026-06-12T15:07:36Z,19.350,21.350
doi:10.48550/arxiv.2009.12293,Multi-Stage Learning for Grasp-Constrained Object Manipulation with a Simulated Panda Robot,"This repository contains code and experiment assets for RAES (Reward-Aligned Expert Sequencing) and RSTB (Reward-Saturated Temporal Branching)—two lightweight reinforcement learning (RL) frameworks for long-horizon robotic manipulation without demonstrations, learned high-level controllers, or heavy task engineering. We study the robosuite [1] Stack benchmark (reach → grasp → lift/align → stack) and show that coupling continuous shaping with discrete endpoints into reward pairs produces a smoother, more learnable landscape. RAES aligns modular experts with these reward pairs (reach–grasp; lift/align–stack) and executes them sequentially. Across 10M timesteps and 5 seeds, RAES achieves the strongest performance under paired rewards, reaching 223.27 ± 28.68 mean return and 19.30% ± 2.55% success—surpassing PPO and curriculum baselines—while remaining fully RL-based (no demonstrations or ha",2020,arXiv (Cornell University),"Acs, Matthew; Zhong, Xiangnan",10.48550/arxiv.2009.12293,,https://doi.org/10.48550/arxiv.2009.12293,openalex,robotics,concept,openalex_bulk_robotics,,166,benchmark; long horizon,2026-06-12T18:57:17Z,19.309,20.309
doi:10.3390/electronics15091919,Fractional–Temporal Lorentz Graph Networks: Integrating Physical Memory into Dynamic Knowledge Reasoning,"Dynamic knowledge representation in curved manifolds conventionally relies on integer-order Markovian sequence encoders, intrinsically yielding exponential memory decay. This paradigm fails to model the anomalous diffusion and heavy-tailed historical dependencies inherent in complex evolutionary networks and dense physical environments. This manuscript proposes the Fractional–Temporal Lorentz Graph Convolutional Network (FTL-GCN), formalizing temporal evolution as a continuous fractional geometric flow explicitly defined on the tangent bundle of the Lorentz manifold. Analytical derivations demonstrate that the discrete Grünwald–Letnikov memory kernel establishes a non-exponential, power-law lower bound for historical state retention, preventing topological manifold collapse over extended temporal horizons. Empirical evaluations demonstrate that FTL-GCN achieves competitive forecasting ac",2026,Electronics,Xinyuan Chen; Norshaharizan Puteh; Mohd Nizam Husen,10.3390/electronics15091919,,https://doi.org/10.3390/electronics15091919,crossref,physical reasoning robotics manipulation,concept,physical_reasoning,,,long horizon; latency,2026-06-12T15:07:36Z,18.650,19.650
doi:10.3389/fnbot.2026.1846433,ST-HADP: Spatio-Temporal hierarchical attention diffusion policy for long-horizon generalizable bimanual visuomotor imitation,"Introduction Dual-arm robotic manipulation presents fundamental challenges in coordinating spatially shared perception and temporally extended behaviors under limited demonstration settings. Existing diffusion-based visuomotor policies rely on flat temporal horizons and globally pooled visual features, which fail to capture the structured nature of bimanual collaboration. Methods We propose the Spatio-Temporal Hierarchical Attention Diffusion Policy (ST-HADP), a framework that extends 3D diffusion policies through explicit spatial and temporal structuring. ST-HADP introduces a Spatial Attention Module that learns arm-specific focus over task-relevant 3D regions, enabling dynamic and coordinated spatial reasoning. It further incorporates a Temporal Abstraction Module that models action sequences across multiple timescales via hierarchical latent variables, facilitating coarse-to-fine acti",2026,Frontiers in Neurorobotics,Xukun Liu; Fengjuan Xie; Shibo Liu; Xu Sun; Zhenyu Liu; Guangning Li; Shenggang Wei,10.3389/fnbot.2026.1846433,,https://doi.org/10.3389/fnbot.2026.1846433,crossref,diffusion policy,concept,architecture,,,diffusion policy; bimanual manipulation; long horizon,2026-06-12T15:07:36Z,18.650,18.650
doi:10.1109/iros.2013.6696585,Skills transfer across dissimilar robots by learning context-dependent rewards,"Robot programming by demonstration encompasses a wide range of learning strategies, from simple mimicking of the demonstrator's actions to the higher level extraction of the underlying intent. By focusing on this last form, we study the problem of extracting the reward function explaining the demonstrations from a set of candidate reward functions, and using this information for self-refinement of the skill. This definition of the problem has links with inverse reinforcement learning problems in which the robot autonomously extracts an optimal reward function that defines the goal of the task. By relying on Gaussian mixture models, the proposed approach learns how the different candidate reward functions are combined, and in which contexts or phases of the task they are relevant for explaining the user's demonstrations. The extracted reward profile is then exploited to improve the skill ",2013,,Milad Malekzadeh; Danilo Bruno; Sylvain Calinon; Thrishantha Nanayakkara; Darwin G. Caldwell,10.1109/iros.2013.6696585,,https://doi.org/10.1109/iros.2013.6696585,openalex,robotics,concept,openalex_bulk_robotics,,17,,2026-06-12T18:57:17Z,17.795,17.795
doi:10.3389/fnbot.2024.1457843,LS-VIT: Vision Transformer for action recognition based on long and short-term temporal difference,"Over the past few years, a growing number of researchers have dedicated their efforts to focusing on temporal modeling. The advent of transformer-based methods has notably advanced the field of 2D image-based vision tasks. However, with respect to 3D video tasks such as action recognition, applying temporal transformations directly to video data significantly increases both computational and memory demands. This surge in resource consumption is due to the multiplication of data patches and the added complexity of self-aware computations. Accordingly, building efficient and precise 3D self-attentive models for video content represents as a major challenge for transformers. In our research, we introduce an Long and Short-term Temporal Difference Vision Transformer (LS-VIT). This method incorporates short-term motion details into images by weighting the difference across several consecutive",2024,Frontiers in Neurorobotics,Dong Chen; Peisong Wu; Mingdong Chen; Mengtao Wu; Tao Zhang; Chuanqi Li,10.3389/fnbot.2024.1457843,,https://doi.org/10.3389/fnbot.2024.1457843,crossref,action transformer,concept,architecture,,12,action transformer; benchmark,2026-06-12T14:45:03Z,17.732,18.732
doi:10.3390/plants14050634,Compliant Motion Planning Integrating Human Skill for Robotic Arm Collecting Tomato Bunch Based on Improved DDPG,"Dexterous manipulation and gradual placement are crucial for preserving fruit integrity during harvesting. Addressing the limitations of conventional path planning methods in learning manual compliant skills, we propose a novel method for tomato bunch collection that integrates human-robot skill transfer with Deep Deterministic Policy Gradient (DDPG). In our method, a demonstrator manually guided the robotic arm using an existing tomato collection mechanism, with spatial trajectories recorded as demonstration paths. We then developed an enhanced DDPG-Z model that incorporates human skill replay for pre-training, expert reward regression loss to stabilize pre-training, and dynamic step-length returns to balance short- and long-term rewards. Subsequently, the agent was trained to minimize the deviations of key points between the demonstration paths and actual paths, effectively approximati",2025,Plants,Yifan Zhang; Yajun Li; Qingchun Feng; Jiahui Sun; Chuanlang Peng; Liangzheng Gao; Liping Chen,10.3390/plants14050634,,https://doi.org/10.3390/plants14050634,crossref,sampling based motion planning,anti_myopia,anti_thesis,,8,dexterous manipulation; motion planning; limitation; sampling based motion planning,2026-06-12T15:07:36Z,17.699,22.699
doi:10.1109/tnnls.2022.3201705,Learning of Long-Horizon Sparse-Reward Robotic Manipulator Tasks With Base Controllers,"Deep reinforcement learning (DRL) enables robots to perform some intelligent tasks end-to-end. However, there are still many challenges for long-horizon sparse-reward robotic manipulator tasks. On the one hand, a sparse-reward setting causes exploration inefficient. On the other hand, exploration using physical robots is of high cost and unsafe. In this article, we propose a method of learning long-horizon sparse-reward tasks utilizing one or more existing traditional controllers named base controllers in this article. Built upon deep deterministic policy gradients (DDPGs), our algorithm incorporates the existing base controllers into stages of exploration, value learning, and policy update. Furthermore, we present a straightforward way of synthesizing different base controllers to integrate their strengths. Through experiments ranging from stacking blocks to cups, it is demonstrated tha",2022,IEEE Transactions on Neural Networks and Learning Systems,Guangming Wang; Minjian Xin; Wenhua Wu; Zhe Liu; Hesheng Wang,10.1109/tnnls.2022.3201705,,https://doi.org/10.1109/tnnls.2022.3201705,openalex,robotics,concept,openalex_bulk_robotics,,23,robot manipulation; industrial robot; sample efficiency; long horizon,2026-06-12T18:57:17Z,17.689,17.689
doi:10.1126/scirobotics.ado5888,Counterfactual rewards promote collective transport using individually controlled swarm microrobots,"Swarm robots offer fascinating opportunities to perform complex tasks beyond the capabilities of individual machines. Just as a swarm of ants collectively moves large objects, similar functions can emerge within a group of robots through individual strategies based on local sensing. However, realizing collective functions with individually controlled microrobots is particularly challenging because of their micrometer size, large number of degrees of freedom, strong thermal noise relative to the propulsion speed, and complex physical coupling between neighboring microrobots. Here, we implemented multiagent reinforcement learning (MARL) to generate a control strategy for up to 200 microrobots whose motions are individually controlled by laser spots. During the learning process, we used so-called counterfactual rewards that automatically assign credit to the individual microrobots, which al",2024,Science Robotics,Veit-Lorenz Heuthe; Emanuele Panizon; Hongri Gu; Clemens Bechinger,10.1126/scirobotics.ado5888,,https://doi.org/10.1126/scirobotics.ado5888,crossref,robotics,concept,crossref_bulk_robotics,,38,,2026-06-12T19:29:26Z,17.632,17.632
doi:10.48550/arxiv.2306.08647,Language to Rewards for Robotic Skill Synthesis,"Large language models (LLMs) have demonstrated exciting progress in acquiring diverse new capabilities through in-context learning, ranging from logical reasoning to code-writing. Robotics researchers have also explored using LLMs to advance the capabilities of robotic control. However, since low-level robot actions are hardware-dependent and underrepresented in LLM training corpora, existing efforts in applying LLMs to robotics have largely treated LLMs as semantic planners or relied on human-engineered control primitives to interface with the robot. On the other hand, reward functions are shown to be flexible representations that can be optimized for control policies to achieve diverse tasks, while their semantic richness makes them suitable to be specified by LLMs. In this work, we introduce a new paradigm that harnesses this realization by utilizing LLMs to define reward parameters t",2023,arXiv (Cornell University),Wenhao Yu; Nimrod Gileadi; Chuyuan Fu; Sean Kirmani; Kuang-Huei Lee; Montse Gonzalez Arenas; Hao-Tien Lewis Chiang; Tom Erez; Leonard Hasenclever; Jan Humplik; Brian Ichter; Ted Xiao; Peng Xu; Andy Zeng; Tingnan Zhang; Nicolas Heess; Dorsa Sadigh; Jie Tan; Yuval Tassa; Fei Xia,10.48550/arxiv.2306.08647,,https://doi.org/10.48550/arxiv.2306.08647,openalex,robotics,concept,openalex_bulk_robotics,,38,,2026-06-12T18:57:17Z,17.432,17.432
